,Average ICSEA value,Boys,Completed senior secondary school,Full-time equivalent enrolments,Full-time equivalent non-teaching staff,Full-time equivalent teaching staff,Girls,Indigenous students,Location,Name,Non-teaching staff,SMCLID,School ICSEA value,School sector,School type,School-based apprenticeships and traineeships,Senior secondary certificate awarded,Teaching staff,Total enrolments,VET enrolments,Year,Year 3 | Grammar,Year 3 | Numeracy,Year 3 | Reading,Year 3 | Spelling,Year 3 | Writing,Year 5 | Grammar,Year 5 | Numeracy,Year 5 | Reading,Year 5 | Spelling,Year 5 | Writing,Year 7 | Grammar,Year 7 | Numeracy,Year 7 | Reading,Year 7 | Spelling,Year 7 | Writing,Year 9 | Grammar,Year 9 | Numeracy,Year 9 | Reading,Year 9 | Spelling,Year 9 | Writing,Year range
2389,1000,64,,121,3.2,9.2,57,2%,Provincial,"St Mary MacKillop School, Wallaroo, SA",8,91463,993,Non-government,Primary,,,12,121,,2010,428,402,410,372,394,489,487,498,475,477,523,541,576,547,536,,,,,,"U, R-7"
2390,1000,65,,125,2.9,9.8,60,2%,Provincial,"St Mary MacKillop School, Wallaroo, SA",9,91463,969,Non-government,Primary,,,14,125,,2009,409,351,400,405,407,517,510,504,475,515,561,557,540,557,563,,,,,,"U, R-7"
2391,1000,63,,118,3.7,9.4,55,3%,Provincial,"St Mary MacKillop School, Wallaroo, SA",10,91463,969,Non-government,Primary,,,13,118,,2008,411,383,384,377,416,510,462,470,492,485,567,578,532,584,562,,,,,,-
2392,1000,281,,575,12.7,39.6,294,10%,Provincial,"Murray Bridge North School R-7, Murray Bridge, SA",19,90531,923,Government,Primary,,,43,575,,2014,333,333,339,349,316,439,429,431,453,398,513,505,522,516,426,,,,,,"U, R-7"
2393,1000,282,,566,15.5,37.8,284,10%,Provincial,"Murray Bridge North School R-7, Murray Bridge, SA",23,90531,923,Government,Primary,,,40,566,,2013,345,328,346,342,330,449,434,460,441,406,478,497,503,490,451,,,,,,"U, R-7"
2394,1000,161,,333.3,10.3,19.6,173,6%,Provincial,"Murray Bridge North School R-7, Murray Bridge, SA",15,90531,939,Government,Primary,,,21,334,,2012,329,327,348,346,375,445,440,456,454,439,526,499,512,514,474,,,,,,"U, 3-7"
2395,1000,165,,333.4,8.9,21.5,169,9%,Provincial,"Murray Bridge North School R-7, Murray Bridge, SA",12,90531,935,Government,Primary,,,22,334,,2011,316,338,357,339,351,428,432,433,427,406,477,490,481,496,456,,,,,,"U, R-7"
2396,1000,158,,313.1,8.8,21,156,7%,Provincial,"Murray Bridge North School R-7, Murray Bridge, SA",11,90531,941,Government,Primary,,,22,314,,2010,372,363,382,366,389,455,426,435,438,432,488,496,501,495,481,,,,,,"U, 3-7"
2397,1000,174,,340,10.5,23,166,7%,Provincial,"Murray Bridge North School R-7, Murray Bridge, SA",13,90531,917,Government,Primary,,,24,340,,2009,348,338,358,345,354,429,449,433,428,444,483,486,489,489,487,,,,,,"U, 3-7"
2398,1000,173,,322,11.1,20.3,149,7%,Provincial,"Murray Bridge North School R-7, Murray Bridge, SA",15,90531,917,Government,Primary,,,22,322,,2008,355,357,362,345,377,461,430,439,453,452,485,503,499,488,485,,,,,,-
2399,1000,47,,102,3.1,6.4,55,1%,Provincial,"St James School, Jamestown, SA",6,91010,1040,Non-government,Primary,,,11,102,,2014,350,374,410,406,399,483,473,496,492,474,548,534,548,538,507,,,,,,R-7
2400,1000,48,,106,3,6.9,58,1%,Provincial,"St James School, Jamestown, SA",6,91010,1045,Non-government,Primary,,,10,106,,2013,439,386,440,422,440,528,508,524,500,502,563,570,565,574,530,,,,,,"U, R-7"
2401,1000,49,,107,3.2,8.1,58,1%,Provincial,"St James School, Jamestown, SA",6,91010,1053,Non-government,Primary,,,13,107,,2012,403,398,402,427,410,482,455,484,473,474,558,543,556,543,506,,,,,,"U, R-7"
2402,1000,60,,113,3.6,7.7,53,1%,Provincial,"St James School, Jamestown, SA",6,91010,1063,Non-government,Primary,,,11,113,,2011,437,407,449,421,435,516,505,519,494,508,537,554,530,540,510,,,,,,"U, R-7"
2403,1000,63,,111,3,7.8,48,1%,Provincial,"St James School, Jamestown, SA",4,91010,1020,Non-government,Primary,,,10,111,,2010,418,373,406,394,401,521,477,509,485,488,527,564,538,496,544,,,,,,"U, R-7"
2404,1000,69,,113,2.4,7.6,44,-,Provincial,"St James School, Jamestown, SA",4,91010,1027,Non-government,Primary,,,10,113,,2009,475,425,435,433,468,501,477,472,490,475,559,565,561,562,558,,,,,,"U, R-7"
2405,1000,66,,113,2,7.7,47,-,Provincial,"St James School, Jamestown, SA",5,91010,1027,Non-government,Primary,,,11,113,,2008,401,393,418,408,409,473,476,485,470,496,569,575,571,580,581,,,,,,-
2406,1000,74,,141,3.2,10.1,67,2%,Metropolitan,"Tenison Woods Catholic Primary School, Richmond, SA",7,91027,1048,Non-government,Primary,,,14,141,,2014,423,374,425,437,404,534,472,517,533,500,529,529,540,550,537,,,,,,R-7
2407,1000,77,,150.5,3.1,10.6,74,2%,Metropolitan,"Tenison Woods Catholic Primary School, Richmond, SA",8,91027,1042,Non-government,Primary,,,17,151,,2013,420,375,407,413,425,532,489,503,514,513,554,526,557,548,559,,,,,,"U, R-7"
2408,1000,74,,153.4,3.3,11.2,80,2%,Metropolitan,"Tenison Woods Catholic Primary School, Richmond, SA",10,91027,1024,Non-government,Primary,,,18,154,,2012,441,396,469,449,438,476,451,460,497,460,554,543,577,598,566,,,,,,"U, R-7"
2409,1000,69,,149,3,10.2,80,2%,Metropolitan,"Tenison Woods Catholic Primary School, Richmond, SA",9,91027,1027,Non-government,Primary,,,15,149,,2011,407,371,382,405,397,508,498,492,490,515,611,555,558,586,607,,,,,,"U, R-7"
2410,1000,63,,140,3.1,10.8,77,2%,Metropolitan,"Tenison Woods Catholic Primary School, Richmond, SA",9,91027,1034,Non-government,Primary,,,14,140,,2010,368,345,395,390,386,525,494,542,528,525,525,578,574,587,589,,,,,,"U, R-7"
2411,1000,71,,151,3.2,10.2,80,1%,Metropolitan,"Tenison Woods Catholic Primary School, Richmond, SA",7,91027,1004,Non-government,Primary,,,14,151,,2009,396,366,390,384,409,494,482,500,506,510,527,509,529,557,557,,,,,,"U, R-7"
2412,1000,70,,142,2.6,10.1,72,1%,Metropolitan,"Tenison Woods Catholic Primary School, Richmond, SA",7,91027,1004,Non-government,Primary,,,12,142,,2008,434,415,427,430,444,500,478,506,471,510,530,536,534,565,564,,,,,,-
2413,1000,85,,175,3.4,11.6,90,8%,Metropolitan,"St Brigid's School, Kilburn, SA",8,91011,951,Non-government,Primary,,,16,175,,2014,335,350,343,388,380,480,487,497,497,454,515,525,531,514,522,,,,,,R-7
2414,1000,86,,174,4.3,12.7,88,6%,Metropolitan,"St Brigid's School, Kilburn, SA",10,91011,947,Non-government,Primary,,,15,174,,2013,372,357,379,372,371,453,459,450,467,428,481,514,493,479,476,,,,,,"U, R-7"
2415,1000,106,,191,5,12.3,85,10%,Metropolitan,"St Brigid's School, Kilburn, SA",12,91011,948,Non-government,Primary,,,14,191,,2012,401,385,404,435,426,449,457,444,470,452,506,513,503,500,490,,,,,,"U, R-7"
2416,1000,122,,225,4.4,13.9,103,5%,Metropolitan,"St Brigid's School, Kilburn, SA",14,91011,956,Non-government,Primary,,,17,225,,2011,381,362,361,383,417,412,423,427,415,438,495,507,524,517,506,,,,,,"U, R-7"
2417,1000,116,,211,2.9,14.5,95,4%,Metropolitan,"St Brigid's School, Kilburn, SA",9,91011,948,Non-government,Primary,,,17,211,,2010,387,355,366,374,394,460,441,442,460,477,528,523,531,542,544,,,,,,"U, R-7"
2418,1000,121,,232,3.2,14.6,111,3%,Metropolitan,"St Brigid's School, Kilburn, SA",8,91011,960,Non-government,Primary,,,17,232,,2009,327,331,339,342,352,461,449,465,472,459,515,515,529,533,540,,,,,,"U, R-7"
2419,1000,118,,221,3.3,14.2,103,4%,Metropolitan,"St Brigid's School, Kilburn, SA",9,91011,960,Non-government,Primary,,,18,221,,2008,360,383,364,381,390,460,437,448,487,471,511,507,525,536,538,,,,,,-
2420,1000,74,,142,6.9,7.9,68,4%,Provincial,"Newbery Park Primary School, Millicent, SA",11,90815,947,Government,Primary,,,9,142,,2014,345,308,323,353,339,451,441,464,453,423,501,505,517,505,492,,,,,,R-7
2421,1000,62,,125,5.7,8.2,63,2%,Provincial,"Newbery Park Primary School, Millicent, SA",9,90815,977,Government,Primary,,,9,125,,2013,429,382,449,422,381,438,441,472,447,429,523,501,552,524,536,,,,,,R-7
2422,1000,61,,121,5.7,7.7,60,2%,Provincial,"Newbery Park Primary School, Millicent, SA",8,90815,959,Government,Primary,,,8,121,,2012,371,338,384,377,389,438,444,435,452,463,539,501,514,520,495,,,,,,R-7
2423,1000,59,,123,5.7,8.4,64,2%,Provincial,"Newbery Park Primary School, Millicent, SA",9,90815,955,Government,Primary,,,9,123,,2011,391,358,381,399,387,489,456,466,476,487,523,513,533,503,514,,,,,,R-7
2424,1000,74,,147,6.8,8.6,73,1%,Provincial,"Newbery Park Primary School, Millicent, SA",10,90815,953,Government,Primary,,,9,147,,2010,377,345,346,362,373,474,452,457,482,483,516,516,534,523,538,,,,,,R-7
2425,1000,70,,152,6.2,9,82,1%,Provincial,"Newbery Park Primary School, Millicent, SA",10,90815,936,Government,Primary,,,10,152,,2009,382,361,399,409,412,487,457,484,471,474,541,518,535,530,543,,,,,,R-7
2426,1000,93,,177,6.3,11.4,84,1%,Provincial,"Newbery Park Primary School, Millicent, SA",10,90815,936,Government,Primary,,,12,177,,2008,366,370,378,388,396,473,437,456,472,472,516,504,507,530,527,,,,,,-
2427,1000,200,,409,7.1,21.4,209,-,Metropolitan,"Rosary School, Prospect, SA",11,91026,1094,Non-government,Primary,,,26,409,,2014,388,384,405,410,382,500,477,497,481,486,572,539,562,560,551,,,,,,R-7
2428,1000,201,,404,7.1,22.1,203,-,Metropolitan,"Rosary School, Prospect, SA",11,91026,1098,Non-government,Primary,,,26,404,,2013,421,387,421,420,412,489,477,489,490,478,577,558,574,574,542,,,,,,"U, R-7"
2429,1000,206,,392,7.1,22.3,186,-,Metropolitan,"Rosary School, Prospect, SA",12,91026,1084,Non-government,Primary,,,25,392,,2012,424,394,426,417,423,492,491,512,508,503,562,531,556,579,545,,,,,,"U, R-7"
2430,1000,202,,404,5.4,21.9,202,-,Metropolitan,"Rosary School, Prospect, SA",11,91026,1084,Non-government,Primary,,,26,404,,2011,405,378,395,394,415,532,505,528,511,524,556,562,558,560,573,,,,,,"U, R-7"
2431,1000,196,,385,8.1,20.5,189,-,Metropolitan,"Rosary School, Prospect, SA",16,91026,1089,Non-government,Primary,,,24,385,,2010,418,382,428,426,448,493,500,505,515,514,554,556,546,572,556,,,,,,"U, R-7"
2432,1000,190,,398,6.7,22.3,208,-,Metropolitan,"Rosary School, Prospect, SA",14,91026,1082,Non-government,Primary,,,27,398,,2009,430,386,438,421,451,528,506,526,510,536,569,565,561,578,585,,,,,,"U, R-7"
2433,1000,217,,404,6.7,21.2,187,-,Metropolitan,"Rosary School, Prospect, SA",12,91026,1082,Non-government,Primary,,,26,404,,2008,419,395,432,438,470,499,447,476,505,513,559,551,551,563,585,,,,,,-
2434,1000,153,,304,4.9,16.3,151,-,Metropolitan,"St Joseph's School, Kingswood, SA",10,91012,1141,Non-government,Primary,,,21,304,,2014,481,459,463,460,449,537,497,524,532,500,595,589,596,592,557,,,,,,R-7
2435,1000,148,,300,3.7,17.6,152,-,Metropolitan,"St Joseph's School, Kingswood, SA",9,91012,1144,Non-government,Primary,,,24,300,,2013,452,413,421,448,440,550,498,538,528,518,562,546,558,578,530,,,,,,"U, R-7"
2436,1000,150,,294,4.3,16.3,144,-,Metropolitan,"St Joseph's School, Kingswood, SA",9,91012,1154,Non-government,Primary,,,21,294,,2012,460,420,475,438,443,513,513,529,519,504,566,541,572,552,526,,,,,,"U, R-7"
2437,1000,139,,275,5.9,14.6,136,-,Metropolitan,"St Joseph's School, Kingswood, SA",13,91012,1160,Non-government,Primary,,,19,275,,2011,473,425,472,444,445,528,494,487,512,493,540,548,541,578,572,,,,,,"U, R-7"
2438,1000,128,,259,5,12.7,131,-,Metropolitan,"St Joseph's School, Kingswood, SA",11,91012,1163,Non-government,Primary,,,18,259,,2010,468,416,453,451,469,513,493,506,512,516,570,583,560,559,564,,,,,,"U, R-7"
2439,1000,126,,253,4.5,12.1,127,1%,Metropolitan,"St Joseph's School, Kingswood, SA",11,91012,1162,Non-government,Primary,,,18,253,,2009,446,393,413,448,432,544,495,526,540,539,575,561,548,581,560,,,,,,"U, R-7"
2440,1000,126,,245,5.3,12.7,119,1%,Metropolitan,"St Joseph's School, Kingswood, SA",12,91012,1162,Non-government,Primary,,,16,245,,2008,446,409,452,443,438,535,496,534,517,529,569,561,552,582,604,,,,,,-
2441,1000,102,,206.5,3.9,11,105,-,Metropolitan,"St Raphael's School, Parkside, SA",9,91021,1118,Non-government,Primary,,,14,207,,2014,435,425,422,430,420,536,502,514,512,485,556,572,572,551,543,,,,,,R-7
2442,1000,118,,216.6,3.9,12.8,99,-,Metropolitan,"St Raphael's School, Parkside, SA",8,91021,1127,Non-government,Primary,,,16,217,,2013,467,422,458,460,454,514,479,527,518,510,554,547,549,532,532,,,,,,"U, R-7"
2443,1000,119,,225,3.9,13.3,106,0%,Metropolitan,"St Raphael's School, Parkside, SA",8,91021,1135,Non-government,Primary,,,18,225,,2012,466,423,468,446,417,508,490,511,508,487,557,521,544,562,553,,,,,,"U, R-7"
2444,1000,130,,229.6,3.6,12.9,100,-,Metropolitan,"St Raphael's School, Parkside, SA",7,91021,1137,Non-government,Primary,,,17,230,,2011,439,379,420,427,414,488,487,495,483,482,543,553,551,539,539,,,,,,"U, R-7"
2445,1000,121,,226,3.4,13.5,105,-,Metropolitan,"St Raphael's School, Parkside, SA",6,91021,1140,Non-government,Primary,,,16,226,,2010,464,426,468,434,438,495,472,490,538,496,591,572,601,570,584,,,,,,"U, R-7"
2446,1000,124,,236,3.4,13.8,112,-,Metropolitan,"St Raphael's School, Parkside, SA",6,91021,1148,Non-government,Primary,,,16,236,,2009,442,414,433,422,444,505,488,493,484,514,573,558,573,564,567,,,,,,"U, R-7"
2447,1000,141,,256,3.8,14.1,115,-,Metropolitan,"St Raphael's School, Parkside, SA",8,91021,1148,Non-government,Primary,,,17,256,,2008,422,396,423,422,443,535,481,516,523,543,562,564,568,558,571,,,,,,-
2448,1000,22,,53,1.8,4.6,31,-,Provincial,"Mount Pleasant Primary School, Mount Pleasant, SA",3,90528,1007,Government,Primary,,,5,53,,2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
2449,1000,32,,67,1.8,5,35,3%,Provincial,"Mount Pleasant Primary School, Mount Pleasant, SA",3,90528,1012,Government,Primary,,,5,67,,2013,414,380,402,412,428,502,453,494,491,464,548,529,559,500,545,,,,,,R-7
2450,1000,34,,73,1.6,4.8,39,3%,Provincial,"Mount Pleasant Primary School, Mount Pleasant, SA",3,90528,978,Government,Primary,,,5,73,,2012,396,-,-,374,387,508,495,512,489,474,536,513,528,529,493,,,,,,R-7
2451,1000,27,,55,1.3,3.8,28,5%,Provincial,"Mount Pleasant Primary School, Mount Pleasant, SA",3,90528,964,Government,Primary,,,4,55,,2011,379,354,388,374,379,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
2452,1000,32,,62,1.5,3.8,30,5%,Provincial,"Mount Pleasant Primary School, Mount Pleasant, SA",4,90528,967,Government,Primary,,,4,62,,2010,-,-,-,-,-,488,474,483,455,476,561,534,562,544,552,,,,,,R-7
2453,1000,31,,62,1.8,4.1,31,5%,Provincial,"Mount Pleasant Primary School, Mount Pleasant, SA",5,90528,959,Government,Primary,,,5,62,,2009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
2454,1000,33,,58,1.7,4.3,25,7%,Provincial,"Mount Pleasant Primary School, Mount Pleasant, SA",3,90528,959,Government,Primary,,,5,58,,2008,397,393,414,385,447,507,483,486,478,497,534,523,535,535,535,,,,,,-
2455,1000,77,,154,3.4,11.5,77,3%,Metropolitan,"St Joseph's School, Ottoway, SA",8,91020,980,Non-government,Primary,,,15,154,,2014,395,361,381,418,377,491,461,475,488,434,536,521,530,556,520,,,,,,R-7
2456,1000,79,,162,3.3,11.2,83,2%,Metropolitan,"St Joseph's School, Ottoway, SA",7,91020,973,Non-government,Primary,,,15,162,,2013,365,332,382,381,364,419,447,456,452,425,520,528,537,553,510,,,,,,"U, R-7"
2457,1000,85,,160,3.1,11.1,75,2%,Metropolitan,"St Joseph's School, Ottoway, SA",7,91020,971,Non-government,Primary,,,14,160,,2012,367,347,370,375,382,491,442,457,527,471,512,557,520,542,532,,,,,,"U, R-7"
2458,1000,77,,140,3.7,10.6,63,1%,Metropolitan,"St Joseph's School, Ottoway, SA",11,91020,972,Non-government,Primary,,,13,140,,2011,331,354,355,343,375,480,467,468,459,436,491,527,516,530,492,,,,,,"U, R-7"
2459,1000,83,,145,4.6,10.4,62,2%,Metropolitan,"St Joseph's School, Ottoway, SA",9,91020,921,Non-government,Primary,,,14,145,,2010,384,404,410,401,435,484,503,464,455,470,521,532,524,551,532,,,,,,"U, R-7"
2460,1000,79,,146,3.2,9.8,67,3%,Metropolitan,"St Joseph's School, Ottoway, SA",7,91020,928,Non-government,Primary,,,12,146,,2009,381,345,402,391,404,453,450,444,450,467,521,540,535,545,528,,,,,,"U, R-7"
2461,1000,74,,142,2.9,9.4,68,2%,Metropolitan,"St Joseph's School, Ottoway, SA",6,91020,928,Non-government,Primary,,,12,142,,2008,392,382,396,388,408,466,451,438,463,470,565,571,550,578,609,,,,,,-
2462,1000,34,,51,1.3,4.2,17,4%,Provincial,"Bute Primary School, Bute, SA",2,90682,995,Government,Primary,,,5,51,,2014,413,377,360,400,401,484,479,518,493,455,-,-,-,-,-,,,,,,R-7
2463,1000,33,,46,1.5,4.1,13,4%,Provincial,"Bute Primary School, Bute, SA",2,90682,987,Government,Primary,,,5,46,,2013,428,363,398,402,423,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
2464,1000,38,,60,1.7,4.1,22,5%,Provincial,"Bute Primary School, Bute, SA",3,90682,1000,Government,Primary,,,5,60,,2012,411,371,410,416,399,441,464,400,475,442,489,534,513,493,439,,,,,,R-7
2465,1000,35,,55,1.6,4.5,20,5%,Provincial,"Bute Primary School, Bute, SA",3,90682,1015,Government,Primary,,,5,55,,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,R-7
2466,1000,32,,55,1.7,5.2,23,5%,Provincial,"Bute Primary School, Bute, SA",3,90682,1014,Government,Primary,,,6,55,,2010,402,382,349,404,401,482,465,432,459,435,517,498,518,533,467,,,,,,R-7
2467,1000,37,,65,2.1,4,28,5%,Provincial,"Bute Primary School, Bute, SA",4,90682,997,Government,Primary,,,4,65,,2009,388,358,361,344,366,545,500,553,537,521,504,495,488,541,534,,,,,,R-7
2468,1000,37,,68,2.2,5.4,31,3%,Provincial,"Bute Primary School, Bute, SA",3,90682,997,Government,Primary,,,6,68,,2008,420,425,407,427,452,485,428,442,456,466,514,505,516,549,526,,,,,,-
2469,1000,28,,58,2.3,4.6,30,7%,Provincial,"Callington Primary School, Callington, SA",4,90683,1005,Government,Primary,,,6,58,,2014,426,372,424,371,345,524,475,529,501,432,548,523,518,556,500,,,,,,R-7
2470,1000,41,,77,2.4,5.6,36,8%,Provincial,"Callington Primary School, Callington, SA",5,90683,977,Government,Primary,,,7,77,,2013,465,385,408,406,408,-,-,-,-,-,478,500,529,527,491,,,,,,R-7
2471,1000,45,,92,2.2,6,47,1%,Provincial,"Callington Primary School, Callington, SA",5,90683,997,Government,Primary,,,7,92,,2012,436,382,402,417,413,505,485,496,475,476,536,547,530,562,531,,,,,,R-7
2472,1000,39,,81,3.1,6,42,-,Provincial,"Callington Primary School, Callington, SA",6,90683,1000,Government,Primary,,,7,81,,2011,-,-,-,-,-,472,456,469,450,432,532,512,526,506,493,,,,,,R-7
2473,1000,37,,71,2.5,4.8,34,1%,Provincial,"Callington Primary School, Callington, SA",4,90683,999,Government,Primary,,,6,71,,2010,396,408,401,363,384,469,464,466,484,449,-,-,-,-,-,,,,,,R-7
2474,1000,45,,83,1.8,4.7,38,-,Provincial,"Callington Primary School, Callington, SA",3,90683,1054,Government,Primary,,,6,83,,2009,425,365,402,363,379,458,455,423,413,433,553,541,553,509,519,,,,,,R-7
2475,1000,46,,86,1.5,6.6,40,1%,Provincial,"Callington Primary School, Callington, SA",3,90683,1054,Government,Primary,,,7,86,,2008,379,368,400,360,395,528,454,492,472,478,492,515,500,499,491,,,,,,-
2476,1000,98,,186,9.7,16.3,88,10%,Metropolitan,"Hampstead Primary School, Greenacres, SA",15,90680,952,Government,Primary,,,18,186,,2014,374,351,338,333,347,417,414,411,449,421,494,502,495,497,475,,,,,,"U, R-7"
2477,1000,96,,173,8.5,14.6,77,9%,Metropolitan,"Hampstead Primary School, Greenacres, SA",15,90680,978,Government,Primary,,,16,173,,2013,384,349,398,391,416,497,463,503,508,467,461,472,482,490,469,,,,,,"U, R-7"
2478,1000,85,,163,5.4,13.2,78,14%,Metropolitan,"Hampstead Primary School, Greenacres, SA",8,90680,935,Government,Primary,,,15,163,,2012,406,354,399,397,388,416,453,450,441,422,504,505,498,491,508,,,,,,"U, R-7"
2479,1000,61,,121,6.5,10.1,60,22%,Metropolitan,"Hampstead Primary School, Greenacres, SA",8,90680,917,Government,Primary,,,12,121,,2011,355,321,360,353,351,405,434,369,401,438,496,491,502,491,510,,,,,,R-7
2480,1000,62,,128,10.4,8.3,66,23%,Metropolitan,"Hampstead Primary School, Greenacres, SA",14,90680,884,Government,Primary,,,11,128,,2010,403,367,358,387,414,437,477,402,420,443,474,482,488,485,499,,,,,,R-7
2481,1000,67,,135,7.4,9.1,68,31%,Metropolitan,"Hampstead Primary School, Greenacres, SA",10,90680,939,Government,Primary,,,12,135,,2009,339,353,354,345,364,429,431,433,416,456,541,538,511,523,498,,,,,,R-7
2482,1000,68,,136,5.5,9.6,68,20%,Metropolitan,"Hampstead Primary School, Greenacres, SA",8,90680,939,Government,Primary,,,12,136,,2008,379,375,353,356,389,404,417,408,418,429,467,484,463,479,456,,,,,,-
2483,1000,374,,728,8.7,37.7,354,1%,Metropolitan,"Burnside Primary School, Burnside, SA",12,90681,1149,Government,Primary,,,41,728,,2014,464,426,460,439,407,561,517,548,532,506,595,593,588,575,546,,,,,,R-7
2484,1000,393,,745,7.5,38.2,352,1%,Metropolitan,"Burnside Primary School, Burnside, SA",10,90681,1141,Government,Primary,,,41,745,,2013,438,397,449,440,434,520,504,526,513,517,575,582,573,577,564,,,,,,R-7
2485,1000,382,,738,8.3,37,356,1%,Metropolitan,"Burnside Primary School, Burnside, SA",11,90681,1167,Government,Primary,,,41,738,,2012,471,434,470,455,445,523,525,542,519,489,585,593,590,577,565,,,,,,R-7
2486,1000,395,,736,8.6,35.1,341,1%,Metropolitan,"Burnside Primary School, Burnside, SA",10,90681,1173,Government,Primary,,,38,736,,2011,459,425,447,428,456,532,510,532,504,512,567,588,584,565,580,,,,,,R-7
2487,1000,400,,750,10.4,32.6,350,-,Metropolitan,"Burnside Primary School, Burnside, SA",14,90681,1178,Government,Primary,,,35,750,,2010,446,449,463,432,457,539,526,533,507,519,591,617,608,582,602,,,,,,R-7
2488,1000,391,,737,10,34.9,346,-,Metropolitan,"Burnside Primary School, Burnside, SA",13,90681,1166,Government,Primary,,,38,737,,2009,446,431,454,432,448,530,518,533,507,520,598,594,588,580,583,,,,,,R-7
2489,1000,394,,719,9.1,34.3,325,-,Metropolitan,"Burnside Primary School, Burnside, SA",13,90681,1166,Government,Primary,,,37,719,,2008,457,443,468,445,460,548,543,560,514,538,590,608,591,588,590,,,,,,-
2490,1000,33,,77,2.8,4,44,-,Metropolitan,"Clarendon Primary School, Clarendon, SA",5,90686,1049,Government,Primary,,,6,77,,2014,370,391,412,372,382,475,482,502,503,450,-,-,-,-,-,,,,,,R-7
